report_date_name,report_type,report_date,notice_date,revenue,revenue_yoy_pct,parent_net_profit,parent_net_profit_yoy_pct,deducted_net_profit,deducted_net_profit_yoy_pct,roe_pct,gross_margin_pct,net_margin_pct,operating_cash_flow,cashflow_to_net_profit,debt_ratio_pct,eps_basic,book_value_per_share,total_equity,total_shares
2026一季报,一季报,2026-03-31,2026-04-18,1055274086,6.011173416074,143699967,10.026380993912,138298893,7.096820242077,9.56,58.515217818,13.6173122136,161651943,1.124926792781,32.7587508233,0.33,3.667455266091,1575714050,429647790
2025年报,年报,2025-12-31,2026-04-18,3492458201,7.320385114794,207975046,-27.703970414333,195314197,-23.097087657431,14.83,54.3037515082,5.9549759519,199356428,0.958559364858,31.2803743667,0.48,3.332995342534,1432014083,429647790
2025三季报,三季报,2025-09-30,2025-10-22,2622685442,12.804448205288,244564501,2.533875426921,237814129,5.151005913451,16.91,53.9982818877,9.3249650562,154835836,0.633108383951,29.9100755356,0.57,3.418156853547,1468603538,429647790
2025中报,中报,2025-06-30,2025-08-16,1763899831,15.117850525554,188037757,4.635994666194,182473501,6.058294244062,12.81,53.2423645887,10.6603421405,67681434,0.359935340007,25.5448874417,0.44,3.286591545135,1412076794,429647790
2025一季报,一季报,2025-03-31,2025-04-19,995436662,30.096365274493,130605011,27.270673355598,129134453,32.404975048167,8.62,53.3222988727,13.1203738003,6910716,0.052913099942,29.4748773304,0.3,3.680792979856,1580250520,429647790
2024年报,年报,2024-12-31,2025-03-22,3254235621,51.773064709665,287671463,20.742595124562,253975033,17.768332880043,20.83,53.1881296434,8.8399088604,325216399,1.130513244548,32.6016515302,0.67,3.376581716174,1449645509,429647790
2024三季报,三季报,2024-09-30,2024-10-19,2324984062,57.50608157675,238520684,30.770556496038,226164388,31.759719978975,17.26,54.8788772299,10.2590244767,222093686,0.931129670918,27.6802770604,0.56,3.25872966297,1399048866,429647790
2024中报,中报,2024-06-30,2024-08-10,1532255704,61.311731818377,179706570,36.413630783628,172050194,38.590145187694,12.81,54.4003676948,11.7282363205,190939304,1.062505972931,27.9757188306,0.42,3.120421212084,1339669813,429647790
2024一季报,一季报,2024-03-31,2024-04-20,765153323,46.396787572311,102619879,28.067887841551,97529910,30.632194236871,7.14,54.3617875655,13.4116752702,97574818,0.950837390872,27.8197993105,0.24,3.470245909828,1490128105,429647790
2023年报,年报,2023-12-31,2024-03-23,2144145687,32.999842450557,238251847,27.20955789626,215656473,20.329442136028,18.17,50.3169498948,11.1249172781,331394248,1.389293119835,26.4015913805,0.56,3.229946641987,1386943287,429647790
2023三季报,三季报,2023-09-30,2023-10-21,1476123359,30.696910479647,182396321,44.587797558415,171649111,42.566239657873,14.04,49.0100672541,12.3755854744,211120404,1.155691186856,23.3230378317,0.42,3.098776636214,1330618716,429647790
2023中报,中报,2023-06-30,2023-08-12,949872453,28.604900547166,131736520,68.116697662858,124143166,65.767811606896,10.07,47.5744321854,13.8986141332,186571945,1.413219262269,24.059777884,0.31,2.977218578519,1278421528,429647790
